text,category_name,label
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth,Calculation,8
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm By: VSM,Calculation,8
PIPE HANGER SUPPORT SYMBOL NON-COMPLIANT WITH MSS SP-58 STANDARD,Standards,4
Revision note missing: reference ECN-4081 in revision description column,Revision,7
MISSING RADIUS DIMENSION ON ELBOW BEND CURVATURE CALLOUT,Dimension,2
MISALIGNED COLUMN TEXT IN REVISION HISTORY TABLE BY: BREKOL,Cosmetic,3
Centerline missing on symmetric equipment foundation pad detail,Drafting,1
FIELD WELD ACCESSIBILITY: JOINT LOCATED INSIDE ENCLOSED BOX BEAM CANNOT BE INSPECTED,Feasibility,9
Missing dashed hidden line representing equipment clearance envelope -JCM,Drafting,1
P&ID SYMBOLOGY DOES NOT CONFORM TO COMPANY DRAFTING STANDARD STD-001,Standards,4
MACHINING SYMBOL MISSING ON FLANGE MATING FACE SURFACE FINISH REQUIREMENT BY: BREKOL,Technical,0
Wrong projection views: Section E-E projection is inverted from plan -JDM,Drafting,1
"Provide missing coordinate dimensions X, Y, Z for pipe support shoe PS-101 By: BreKol",Dimension,2
Note 5 wording unclear: revise to state clearly 'All dimensions are in millimeters unless noted' By: BreKol,Notes,11
Drafting view mismatch: isometric view shows valve that is omitted on plan view,Drafting,1
System clash: cable ladder obstructs access to emergency shower station,Coordination,5
Missing break line symbol on truncated pipe spool run,Drafting,1
Drafting view mismatch: isometric view shows valve that is omitted on plan view -JCM,Drafting,1
CENTERLINE MISSING ON SYMMETRIC EQUIPMENT FOUNDATION PAD DETAIL -JCM,Drafting,1
Anchor bolt projection dimension from top of grout missing,Dimension,2
"FABRICATION ISSUE: MINIMUM BEND RADIUS ON 1/2"" STRUCTURAL PLATE WILL CAUSE CRACKING -UCC",Feasibility,9
Incomplete documentation: missing reference standard specification document number,Documentation,6
General note 7 missing requirement for non-destructive examination NDT of critical welds,Notes,11
Note callout on sheet 1 contradicts note 6 on companion drawing E-54725-29-C0-26403 -MWR,Notes,11
Text overlapping dimension leader arrow: adjust text box position By: BreKol,Cosmetic,3
Drafting view mismatch: isometric view shows valve that is omitted on plan view By: VSM,Drafting,1
ENGINEER AND CHECKER APPROVAL SIGNATURES AND DATES MISSING IN SIGN-OFF BLOCK BY: BREKOL,Documentation,6
TEXT JUSTIFICATION MISALIGNED IN EQUIPMENT TABLE COLUMN,Cosmetic,3
Fastener material callout incorrect: specify ASTM A193 Gr. B7 studs with 2H heavy hex nuts,Material,10
FLANGE BOLTING ACCESSIBILITY: CLEARANCE BETWEEN FLANGE AND VESSEL WALL TOO TIGHT FOR TORQUE WRENCH -BEK,Feasibility,9
STANDARD COMPLIANCE: INSTRUMENTATION TAG FORMAT DOES NOT FOLLOW ISA-5.1 NAMING RULE,Standards,4
GENERAL NOTE REGARDING FIELD TOUCH-UP PAINT MISSING FROM STRUCTURAL DRAWING BY: VSM,Notes,11
MISSING MOMENT CONNECTION PLATE WELD SIZE CALLOUT ON DETAIL DETAIL 3 -BEK,Technical,0
INTERFERENCE BETWEEN CRANE HOOK TRAVEL ENVELOPE AND LIGHTING FIXTURE LAYOUT -JDM,Coordination,5
PROJECT CODE AND CAD DRAWING FILE NAME MISSING FROM TITLE BLOCK MARGIN,Documentation,6
Dimension callout from survey monument datum is missing on plot plan,Dimension,2
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL,Dimension,2
MATERIAL SPECIFICATION DISCREPANCY BETWEEN PIPING LINE LIST AND ISOMETRIC DRAWING -MWR,Material,10
CODAL ISSUE: EGRESS PLATFORM LANDING DIMENSIONS VIOLATE NFPA 101 LIFE SAFETY CODE,Standards,4
Wrong view orientation: detail shows left elevation instead of right elevation,Drafting,1
THERMAL RELIEF CALCULATION MISSING FOR TRAPPED LIQUID SEGMENT ON LINE 02-IA-010-CS -JCM,Calculation,8
Seismic anchor load calculation inconsistent with baseplate anchor embedment depth,Calculation,8
ARROWHEAD MISSING ON SECTION CUT CALLOUT MARKER,Drafting,1
Piping and structural clash: pipe flange hits bottom flange of W12 beam -UCC,Coordination,5
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID D-2 -UCC,Drafting,1
Check pipe spool cut length dimension: account for gasket thickness -JCM,Dimension,2
System clash: cable ladder obstructs access to emergency shower station -UCC,Coordination,5
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL -JDM,Dimension,2
INCORRECT NOZZLE FLANGE CONNECTION RATING 150# ON VESSEL HEX-102,Technical,0
Update note 8: specify paint and protective coating system per client specification,Notes,11
Revision triangle tag on plan view does not match revision table entry -UCC,Revision,7
RIGGING AND LIFTING LUG PLACEMENT CAUSES CENTER OF GRAVITY TILT DURING ERECTION,Feasibility,9
Missing moment connection plate weld size callout on detail Detail 3 -RJY,Technical,0
Coordinate electrical power feed routing with underground drainage piping -MWR,Coordination,5
Title block scale box shows 'NTS' but drawing is plotted to scale 1:50,Documentation,6
Clash with equipment access: motor removal path blocked by adjacent process line,Coordination,5
Missing revision cloud on bill of materials row 4 modified quantity -RJY,Revision,7
Pipe insulation material specification missing on high temperature steam line,Material,10
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code -JDM,Standards,4
DESIGN CALCULATION INCONSISTENCY: VESSEL WALL THICKNESS CALCULATION REQUIRES 12MM NOT 10MM,Calculation,8
Structural beam size W14x90 inconsistent with design calculation sheet CALC-ST-101,Calculation,8
Piping and structural clash: pipe flange hits bottom flange of W12 beam By: VSM,Coordination,5
Wind load overturning moment calculation inconsistent with anchor bolt sizing -JJD,Calculation,8
Material take-off MTO line item missing for pipe reducer on line 174005-S12-04-P08 -JDM,BOM,12
Coordinate with architectural team: wall penetration sleeve location conflicts with column -BEK,Coordination,5
Missing break line symbol on truncated pipe spool run,Drafting,1
SECTION CUT SYMBOL ON SHEET 1 POINTS IN WRONG VIEWING DIRECTION -RJY,Drafting,1
BOM table column for material grade is blank for items 3 through 8,BOM,12
WRONG VIEW ORIENTATION: DETAIL SHOWS LEFT ELEVATION INSTEAD OF RIGHT ELEVATION,Drafting,1
BILL OF MATERIALS QUANTITY ERROR: 16 BOLTS REQUIRED PER FLANGE PAIR BUT BOM LISTS 8 -JJD,BOM,12
Incorrect distance between anchor bolt centers on foundation template -BEK,Dimension,2
Revision cloud missing around modified nozzle connection at grid G-7 -MWR,Revision,7
CLASH WITH EQUIPMENT ACCESS: MOTOR REMOVAL PATH BLOCKED BY ADJACENT PROCESS LINE -JCM,Coordination,5
Reinforcing bar rebar grade must be ASTM A615 Grade 60 per structural spec -JDM,Material,10
Bearing pressure calculation under footing exceeds allowable soil bearing capacity -JJD,Calculation,8
BOM item table missing unit weight and total weight column entries,BOM,12
Verify missing setback dimension from property boundary line -JDM,Dimension,2
EQUIPMENT TRANSPORT FEASIBILITY: SKID WIDTH EXCEEDS MAXIMUM ROADWAY SHIPPING CLEARANCE,Feasibility,9
DOCUMENT DISTRIBUTION STAMP INCOMPLETE: MISSING TRANSMITTAL NUMBER -BEK,Documentation,6
Dimension callout from survey monument datum is missing on plot plan -BEK,Dimension,2
Leader line crossing dimension string: reroute leader to detail bubble -JJD,Drafting,1
Update general note 12 regarding torque requirements for structural high-strength bolts,Notes,11
Cosmetic cleanup: remove stray CAD dots and unreferenced text fragments,Cosmetic,3
Wind load overturning moment calculation inconsistent with anchor bolt sizing -BEK,Calculation,8
REVISION CLOUD INCOMPLETE: DOES NOT FULLY ENCLOSE MODIFIED PIPING SPOOL,Revision,7
NOZZLE PROJECTION DIMENSION MISSING FROM VESSEL OUTER SHELL -JJD,Dimension,2
Missing dimension from column grid B-3 to pump centerline -JCM,Dimension,2
Engineer and checker approval signatures and dates missing in sign-off block -UCC,Documentation,6
Delta symbol callout 3 missing on sheet 2 revision history table -MWR,Revision,7
Fabrication feasibility: weld joint between thick plates cannot be reached with welding gun,Feasibility,9
ASME code stamp requirement symbol missing from pressure vessel nameplate callout By: VSM,Standards,4
Cable voltage drop calculation exceeds 3% allowable limit for 480V feeder -MWR,Calculation,8
Material specification required for cable tray: hot-dip galvanized steel vs aluminum By: VSM,Material,10
Clash with equipment access: motor removal path blocked by adjacent process line,Coordination,5
Field weld accessibility: joint located inside enclosed box beam cannot be inspected,Feasibility,9
Spelling error in note 3: 'reciever' should be corrected to 'receiver',Cosmetic,3
Title block incomplete: project number and drawing revision letter missing By: BreKol,Documentation,6
Drafting view mismatch: isometric view shows valve that is omitted on plan view,Drafting,1
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-101 -MWR,Coordination,5
Isometric drawing view orientation misaligned with plan coordinates,Drafting,1
MATERIAL GRADE MISMATCH: STRUCTURAL PLATES SHOW ASTM A36 INSTEAD OF HIGH-STRENGTH A992,Material,10
DRAWING RELEASE STATUS STILL MARKED 'DRAFT': UPDATE TO 'APPROVED FOR CONSTRUCTION' -JCM,Documentation,6
Text overlapping dimension leader arrow: adjust text box position By: BreKol,Cosmetic,3
Revision issue status changed from IFD to IFC but revision table not updated -JDM,Revision,7
REVISION HISTORY BLOCK MISSING DATE AND INITIAL FOR REVISION C,Revision,7
BOM DESCRIPTION INCORRECT: ITEM 7 DESCRIPTION SAYS GATE VALVE BUT GRAPHIC SHOWS GLOBE VALVE,BOM,12
Revision block shows Rev 0 date but drawing contains Rev 1 markups,Revision,7
Incorrect nozzle flange connection rating 1500# on vessel HEX-102,Technical,0
HYDRAULIC GRADIENT CALCULATION DISCREPANCY ON GRAVITY SEWER LINE SLOPE,Calculation,8
Missing stiffener plate connection at high stress beam junction -UCC,Technical,0
INCORRECT FLANGE RATING LISTED IN BILL OF MATERIALS TABLE FOR ITEM 12,BOM,12
PUMP HEAD CALCULATION MISMATCH BETWEEN DATA SHEET AND PROCESS FLOW DIAGRAM -JJD,Calculation,8
Cable voltage drop calculation exceeds 3% allowable limit for 480V feeder -JDM,Calculation,8
Welding symbol not compliant with AWS A2.4 standard notation -JCM,Standards,4
MTO discrepancy: structural framing schedule omitted W10x49 beam material take-off -JJD,BOM,12
Transport limit: modular unit height 1200 mm exceeds railway overpass clearance By: BreKol,Feasibility,9
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code -JDM,Standards,4
VESSEL NOZZLE REINFORCEMENT PAD AREA CALCULATION INSUFFICIENT FOR EXTERNAL PIPING MOMENT -JJD,Calculation,8
Incorrect general note 4: field verification of existing foundation elevation is mandatory,Notes,11
Flange material must match pipe material specification ASTM A105 for CS lines -UCC,Material,10
Valve operation feasibility: hand lever hits structural column when opening valve -UCC,Feasibility,9
Incorrect drawing scale: indicated scale 1:100 does not match graphic bar scale,Drafting,1
Inconsistent capitalization in equipment callouts: use all uppercase -JCM,Cosmetic,3
Missing item tag number in BOM schedule column for temperature transmitter -RJY,BOM,12
COORDINATE ELECTRICAL POWER FEED ROUTING WITH UNDERGROUND DRAINAGE PIPING,Coordination,5
ASME CODE STAMP REQUIREMENT SYMBOL MISSING FROM PRESSURE VESSEL NAMEPLATE CALLOUT BY: VSM,Standards,4
REVISION SYMBOL DELTA-2 MISSING NEAR RELOCATED DRAIN VALVE BY: BREKOL,Revision,7
TEXT CALLOUT ROTATED AT ODD ANGLE: ALIGN HORIZONTALLY FOR READABILITY -JCM,Cosmetic,3
Coordinate electrical power feed routing with underground drainage piping -BEK,Coordination,5
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50 -JJD,Material,10
Verify structural connection capacity: shear tab bolt count insufficient,Technical,0
SECTION CUT SYMBOL ON SHEET 5 POINTS IN WRONG VIEWING DIRECTION,Drafting,1
NOTE REFERENCE ERROR: DETAIL REFERS TO NOTE 15 BUT NOTES LIST ONLY GOES UP TO NOTE 11 -BEK,Notes,11
BOM description incorrect: item 7 description says gate valve but graphic shows globe valve,BOM,12
Update bill of materials BOM to reflect latest revision of piping component schedule,BOM,12
Clash with electrical: conduit bank routes directly through valve operating envelope By: VSM,Coordination,5
Material specification required for cable tray: hot-dip galvanized steel vs aluminum -MWR,Material,10
Arrowhead missing on section cut callout marker -JCM,Drafting,1
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code -RJY,Standards,4
Nozzle projection dimension missing from vessel outer shell -JDM,Dimension,2
Multiple revisions mixed on sheet: clear Rev 1 clouds and keep only Rev 2 changes,Revision,7
CLASH DETECTED IN 3D MODEL BETWEEN FIRE PROTECTION SPRINKLER HEADER AND STRUCTURAL BRACE -JDM,Coordination,5
General note regarding field touch-up paint missing from structural drawing -RJY,Notes,11
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50 -JCM,Material,10
Missing break line symbol on truncated pipe spool run -JCM,Drafting,1
EQUIPMENT TRANSPORT FEASIBILITY: SKID WIDTH EXCEEDS MAXIMUM ROADWAY SHIPPING CLEARANCE,Feasibility,9
NOTE CALLOUT ON SHEET 1 CONTRADICTS NOTE 6 ON COMPANION DRAWING C-54718-31-002,Notes,11
Drawing status stamp missing: stamp 'ISSUED FOR CONSTRUCTION' before release,Documentation,6
Emergency exit signage symbol not per ISO 7010 safety sign standard -BEK,Standards,4
Add note: 'All sharp edges and burrs must be ground smooth prior to painting' -JCM,Notes,11
Documentation hold: pending vendor certified drawing attachment -JCM,Documentation,6
MISSING ENGINEER OF RECORD PROFESSIONAL SEAL AND SIGNATURE IN TITLE BLOCK -JJD,Documentation,6
Maintenance accessibility: insufficient clearance to pull heat exchanger tube bundle,Feasibility,9
Drawing index sheet list does not match actual sheets included in package By: BreKol,Documentation,6
MISSING SHEET REFERENCE CALLOUT: 'SEE COMPANION SHEET M-70086-01-004 FOR CONTINUATION',Documentation,6
Typo error in title block: 'ENGINEERINGG' misspelled with double G,Cosmetic,3
CLASH BETWEEN GRAVITY DRAIN LINE SLOPE AND UNDERGROUND ELECTRICAL DUCT BANK BY: BREKOL,Coordination,5
Missing engineer of record professional seal and signature in title block By: BreKol,Documentation,6
MISSING REFERENCE DRAWING NUMBERS FOR ELECTRICAL TIE-IN IN DOCUMENTATION BLOCK,Documentation,6
Erection feasibility: provide temporary lifting lugs for modular frame transport By: BreKol,Feasibility,9
Foundation pile load capacity inconsistent with geotechnical soil report calculation,Calculation,8
Verify missing setback dimension from property boundary line,Dimension,2
"TOLERANCE CALLOUT +/- 1/16"" MISSING ON OVERALL SKID LENGTH DIMENSION",Dimension,2
Missing client drawing reference number in master title block -JJD,Documentation,6
Thermal relief calculation missing for trapped liquid segment on line 02-IA-010-CS By: VSM,Calculation,8
MATERIAL GRADE INCONSISTENCY: PIPE SCHEDULE SHOWS SS304 BUT FITTINGS SHOW CARBON STEEL BY: BREKOL,Material,10
Revision description vague: replace 'Revisions' with detailed change description -BEK,Revision,7
DELTA SYMBOL CALLOUT 3 MISSING ON SHEET 2 REVISION HISTORY TABLE BY: BREKOL,Revision,7
Text justification misaligned in equipment table column,Cosmetic,3
BOM table column for material grade is blank for items 3 through 8,BOM,12
COORDINATE WITH CIVIL LEAD: CONCRETE PAD SIZE INSUFFICIENT FOR NEW PUMP SKID FOOTPRINT,Coordination,5
INCORRECT PIPE SCHEDULE 20 SPECIFIED FOR DESIGN PRESSURE 300 PSI BY: BREKOL,Technical,0
Maintenance feasibility: filter basket cannot be removed without disconnecting piping -JDM,Feasibility,9
Incorrect general note 4: field verification of existing foundation elevation is mandatory -JCM,Notes,11
Part number in bill of materials table does not match vendor certified cut sheet -MWR,BOM,12
Typo in general note: 'valvue' should read 'valve' -BEK,Cosmetic,3
Text justification misaligned in equipment table column,Cosmetic,3
Previous revision cloud Rev A must be removed before issuing Rev B -JDM,Revision,7
Incorrect nozzle flange connection rating 900# on vessel E-301,Technical,0
RIGGING AND LIFTING LUG PLACEMENT CAUSES CENTER OF GRAVITY TILT DURING ERECTION,Feasibility,9
Interference between flare header expansion loop and existing pipe rack column,Coordination,5
Overlapping text and leader lines obscuring nozzle callout on HEX-102 By: BreKol,Drafting,1
Wrong bolt grade specified on structural shear connection: specify A325 instead of standard bolts -RJY,Technical,0
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38 -JCM,Calculation,8
INTER-DISCIPLINE INTERFERENCE: STRUCTURAL DIAGONAL BRACING BLOCKS INSTRUMENT TRANSMITTER DISPLAY -JCM,Coordination,5
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm -UCC,Calculation,8
Delta revision symbol missing on updated elevation callout By: BreKol,Revision,7
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50 -MWR,Material,10
DIMENSION CALLOUT FROM SURVEY MONUMENT DATUM IS MISSING ON PLOT PLAN -BEK,Dimension,2
INTERFERENCE BETWEEN FLARE HEADER EXPANSION LOOP AND EXISTING PIPE RACK COLUMN,Coordination,5
Text alignment in general notes section is jagged: align left margins -MWR,Cosmetic,3
Geometric tolerancing GD&T frame symbol missing datum reference per ASME Y14.5,Standards,4
Pump head calculation mismatch between data sheet and process flow diagram,Calculation,8
Update general note 12 regarding torque requirements for structural high-strength bolts By: BreKol,Notes,11
Title block CAD layer locked with outdated contractor company name -JJD,Documentation,6
FLANGE BOLTING ACCESSIBILITY: CLEARANCE BETWEEN FLANGE AND VESSEL WALL TOO TIGHT FOR TORQUE WRENCH,Feasibility,9
MISSING VERTICAL CLEARANCE DIMENSION BELOW OVERHEAD MONORAIL BEAM,Dimension,2
Incorrect O-ring elastomer material: specify Viton for hydrocarbon service,Material,10
BOM description incorrect: item 7 description says gate valve but graphic shows globe valve,BOM,12
INCONSISTENT CAPITALIZATION IN EQUIPMENT CALLOUTS: USE ALL UPPERCASE,Cosmetic,3
DOCUMENT DISTRIBUTION STAMP INCOMPLETE: MISSING TRANSMITTAL NUMBER -JDM,Documentation,6
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50 -JJD,Material,10
Leader line crossing dimension string: reroute leader to detail bubble -RJY,Drafting,1
Font size too small on valve tag callouts: increase to standard 2.5mm -RJY,Cosmetic,3
GROUT MATERIAL CALLOUT MUST SPECIFY NON-SHRINK CEMENTITIOUS GROUT PER PROJECT STANDARD -RJY,Material,10
COORDINATE ELECTRICAL POWER FEED ROUTING WITH UNDERGROUND DRAINAGE PIPING -MWR,Coordination,5
Erection clearance: overhead crane hook cannot reach pump for maintenance removal -BEK,Feasibility,9
BOM quantity mismatch: drawing shows 4 support brackets but BOM lists quantity 2,BOM,12
CODAL ISSUE: EGRESS PLATFORM LANDING DIMENSIONS VIOLATE NFPA 101 LIFE SAFETY CODE,Standards,4
Hydraulic gradient calculation discrepancy on gravity sewer line slope -JDM,Calculation,8
"DIMENSION STRING DOES NOT CLOSE: 12'-6"" DISCREPANCY AT WALL INTERFACE -MWR",Dimension,2
REVISION HISTORY BLOCK MISSING DATE AND INITIAL FOR REVISION C -UCC,Revision,7
Check weld symbol pitch and staggered spacing on stiffener plate -MWR,Technical,0
DRAWING TITLE DOES NOT MATCH MASTER DOCUMENT REGISTER INDEX -UCC,Documentation,6
INTERFERENCE BETWEEN CRANE HOOK TRAVEL ENVELOPE AND LIGHTING FIXTURE LAYOUT BY: VSM,Coordination,5
General notes page says scan survey date 06/19/25: please clarify survey reference note By: VSM,Notes,11
Geometric tolerancing GD&T frame symbol missing datum reference per ASME Y14.5 -RJY,Standards,4
CABLE VOLTAGE DROP CALCULATION EXCEEDS 3% ALLOWABLE LIMIT FOR 480V FEEDER -RJY,Calculation,8
Incorrect material: 304SS specified where 316L required for chloride stress corrosion -MWR,Material,10
WELD SIZE UNDERSIZED: 1/4 INCH FILLET WELD SPECIFIED BUT 3/8 INCH REQUIRED FOR BASE METAL THICKNESS,Technical,0
Flange facing standard designation RF vs FF non-compliant with ASME B16.5,Standards,4
Flange facing standard designation RF vs FF non-compliant with ASME B16.5 -UCC,Standards,4
Safety relief valve symbol does not comply with API 526 standard representation,Standards,4
MISSING BREAK LINE SYMBOL ON TRUNCATED PIPE SPOOL RUN,Drafting,1
Overall height dimension missing from skid base frame to top of vessel nozzle,Dimension,2
WIND LOAD OVERTURNING MOMENT CALCULATION INCONSISTENT WITH ANCHOR BOLT SIZING -UCC,Calculation,8
Maintenance feasibility: filter basket cannot be removed without disconnecting piping -RJY,Feasibility,9
Discrepancy between BOM item count and callout bubble count on assembly view -MWR,BOM,12
Pipe insulation material specification missing on high temperature steam line -RJY,Material,10
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50,Material,10
Spelling error: 'pressur' missing 'e' in pipe line description,Cosmetic,3
Discrepancy in pipe diameter callout: 6 inch indicated on plan but 8 inch on elevation -BEK,Dimension,2
MISSING ENGINEER OF RECORD PROFESSIONAL SEAL AND SIGNATURE IN TITLE BLOCK,Documentation,6
BOM description missing valve actuator model and air supply pressure rating,BOM,12
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment -UCC,Calculation,8
Previous revision cloud Rev A must be removed before issuing Rev B,Revision,7
Text alignment in general notes section is jagged: align left margins -JJD,Cosmetic,3
Misaligned column text in revision history table By: VSM,Cosmetic,3
Delta revision symbol missing on updated elevation callout -BEK,Revision,7
Isometric drawing view orientation misaligned with plan coordinates -UCC,Drafting,1
Update general note 12 regarding torque requirements for structural high-strength bolts -JDM,Notes,11
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-A01,Coordination,5
RELIEF VALVE SIZING CALCULATION SHEET INDICATES ORIFICE AREA 0.50 SQ IN BUT DRAWING SHOWS 0.38,Calculation,8
Flange bolting accessibility: clearance between flange and vessel wall too tight for torque wrench By: BreKol,Feasibility,9
WRONG VIEW ORIENTATION: DETAIL SHOWS LEFT ELEVATION INSTEAD OF RIGHT ELEVATION,Drafting,1
Incorrect flange rating listed in bill of materials table for item 12 -BEK,BOM,12
Update BOM item descriptions to match standard SAP catalog naming conventions,BOM,12
Hydraulic gradient calculation discrepancy on gravity sewer line slope,Calculation,8
Maintenance accessibility: insufficient clearance to pull heat exchanger tube bundle,Feasibility,9
Overall height dimension missing from skid base frame to top of vessel nozzle,Dimension,2
CABLE VOLTAGE DROP CALCULATION EXCEEDS 3% ALLOWABLE LIMIT FOR 480V FEEDER -UCC,Calculation,8
"CL EL 102'-6"" callout missing for pipe centerline on elevation view -MWR",Dimension,2
ECN number missing on engineering change detail for filter skid base -JJD,Technical,0
Spelling mistake in coating spec note: 'galvanise' should be 'galvanized' -UCC,Cosmetic,3
FABRICATION FEASIBILITY: WELD JOINT BETWEEN THICK PLATES CANNOT BE REACHED WITH WELDING GUN -RJY,Feasibility,9
Field weld accessibility: joint located inside enclosed box beam cannot be inspected,Feasibility,9
General note 7 missing requirement for non-destructive examination NDT of critical welds By: VSM,Notes,11
Wrong view orientation: detail shows left elevation instead of right elevation -MWR,Drafting,1
DISCREPANCY BETWEEN BOM ITEM COUNT AND CALLOUT BUBBLE COUNT ON ASSEMBLY VIEW,BOM,12
Design inconsistency: pressure drop calculation does not match line sizing on P&ID,Calculation,8
Line weight for piping header too thin: distinguish from background grid lines -UCC,Drafting,1
Structural truss member buckling calculation does not verify unbraced length By: VSM,Calculation,8
ADD ENVIRONMENTAL NOTE REGARDING SECONDARY CONTAINMENT DIKE DRAINAGE VALVE OPERATION,Notes,11
Erection feasibility issue: column splice location inaccessible for mobile crane hook By: BreKol,Feasibility,9
Machining symbol missing on flange mating face surface finish requirement -JJD,Technical,0
Coordinate tie-in point TP-226 location between piping and battery limit package,Coordination,5
Vessel nozzle reinforcement pad area calculation insufficient for external piping moment By: BreKol,Calculation,8
STANDARD COMPLIANCE: INSTRUMENTATION TAG FORMAT DOES NOT FOLLOW ISA-5.1 NAMING RULE,Standards,4
Dimension callout from survey monument datum is missing on plot plan -JJD,Dimension,2
Update BOM item descriptions to match standard SAP catalog naming conventions -JCM,BOM,12
"Fabrication issue: minimum bend radius on 1/2"" structural plate will cause cracking",Feasibility,9
Hidden lines showing as solid lines in elevation section view,Drafting,1
VESSEL NOZZLE REINFORCEMENT PAD AREA CALCULATION INSUFFICIENT FOR EXTERNAL PIPING MOMENT,Calculation,8
DOCUMENTATION HOLD: PENDING VENDOR CERTIFIED DRAWING ATTACHMENT,Documentation,6
Font thickness too heavy making small numerical tags illegible By: BreKol,Cosmetic,3
Incorrect general note 4: field verification of existing foundation elevation is mandatory -RJY,Notes,11
Standard electrical grounding symbol missing at transformer neutral connection,Standards,4
DISCREPANCY IN PIPE DIAMETER CALLOUT: 6 INCH INDICATED ON PLAN BUT 8 INCH ON ELEVATION,Dimension,2
Revision issue status changed from IFD to IFC but revision table not updated -JDM,Revision,7
DRAWING INDEX SHEET LIST DOES NOT MATCH ACTUAL SHEETS INCLUDED IN PACKAGE,Documentation,6
"CL EL 114'-0"" callout missing for pipe centerline on elevation view -MWR",Dimension,2
Detail bubble Detail 12 missing sheet cross-reference on elevation view,Drafting,1
Update BOM item descriptions to match standard SAP catalog naming conventions By: VSM,BOM,12
FLANGE FACING STANDARD DESIGNATION RF VS FF NON-COMPLIANT WITH ASME B16.5,Standards,4
"Tolerance callout +/- 1/16"" missing on overall skid length dimension -JJD",Dimension,2
Standard electrical grounding symbol missing at transformer neutral connection -BEK,Standards,4
WRONG BOLT GRADE SPECIFIED ON STRUCTURAL SHEAR CONNECTION: SPECIFY A325 INSTEAD OF STANDARD BOLTS BY: BREKOL,Technical,0
PREVIOUS REVISION CLOUD REV A MUST BE REMOVED BEFORE ISSUING REV B,Revision,7
Dimension string does not close: 500 mm discrepancy at wall interface -MWR,Dimension,2
Flow rate calculation discrepancy between PFD heat & material balance and line schedule,Calculation,8
Missing stiffener plate connection at high stress beam junction -MWR,Technical,0
Fabrication feasibility: tight pipe spool geometry cannot be hot-dip galvanized without pooling,Feasibility,9
Missing item tag number in BOM schedule column for temperature transmitter -RJY,BOM,12
Hazardous area classification boundary symbol missing per NFPA 497 standard By: VSM,Standards,4
VALVE HANDWHEEL LOCATION UNREACHABLE FROM OPERATING PLATFORM: ADD CHAIN WHEEL OPERATOR -JCM,Feasibility,9
Dimension callout from survey monument datum is missing on plot plan By: BreKol,Dimension,2
Missing vertical clearance dimension below overhead monorail beam,Dimension,2
ANCHOR BOLT PROJECTION DIMENSION FROM TOP OF GROUT MISSING -MWR,Dimension,2
Line weight for piping header too thin: distinguish from background grid lines By: BreKol,Drafting,1
Font size too small on valve tag callouts: increase to standard 2.5mm -JJD,Cosmetic,3
Flange material must match pipe material specification ASTM A105 for CS lines -BEK,Material,10
UPDATE BILL OF MATERIALS BOM TO REFLECT LATEST REVISION OF PIPING COMPONENT SCHEDULE,BOM,12
MISSING REFERENCE DRAWING NUMBERS FOR ELECTRICAL TIE-IN IN DOCUMENTATION BLOCK,Documentation,6
Cosmetic cleanup: remove stray CAD dots and unreferenced text fragments -UCC,Cosmetic,3
ECN number missing on engineering change detail for reboiler saddle -JDM,Technical,0
PART NUMBER WRONG ON E-301 BRACKET MOUNTING ASSEMBLY: SHOWS BKT-4081-A INSTEAD OF BKT-4081-B,Technical,0
Incomplete documentation: missing reference standard specification document number,Documentation,6
Equipment transport feasibility: skid width exceeds maximum roadway shipping clearance -JJD,Feasibility,9
Missing revision cloud on bill of materials row 4 modified quantity,Revision,7
"CODAL ISSUE: STAIR HANDRAIL HEIGHT 8'-4 1/2"" DOES NOT MEET OSHA/IBC STANDARD MINIMUM 42 INCHES -JCM",Standards,4
Note reference error: detail refers to note 15 but notes list only goes up to note 11 By: BreKol,Notes,11
Material grade inconsistency: pipe schedule shows SS304 but fittings show carbon steel By: BreKol,Material,10
Corrosion allowance material buffer omitted in wall thickness specification By: BreKol,Material,10
Add note: 'All sharp edges and burrs must be ground smooth prior to painting',Notes,11
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm By: VSM,Calculation,8
